Machine_ID,Timestamp,Failure,Time_Since_Last_Failure,Breakdowns_Last_30_Days,Breakdowns_Last_90_Days,Breakdowns_Last_180_Days,Breakdown_Ratio_30_90,Breakdown_Ratio_30_180,Avg_Days_Between_Failures,Failure_Density,Is_Recent_Failure
1,2020-02-25,0,55,0,0,0,0.0,0.0,55.0,0.0,0
1,2020-02-26,0,56,0,0,0,0.0,0.0,56.0,0.0,0
1,2020-02-27,0,57,0,0,0,0.0,0.0,57.0,0.0,0
1,2020-02-28,0,58,0,0,0,0.0,0.0,58.0,0.0,0
1,2020-02-29,0,59,0,0,0,0.0,0.0,59.0,0.0,0
1,2020-03-01,0,60,0,0,0,0.0,0.0,60.0,0.0,0
1,2020-03-02,1,61,0,0,0,0.0,0.0,61.0,0.0,0
1,2020-03-03,0,62,0,0,0,0.0,0.0,62.0,0.0,0
1,2020-03-04,0,63,0,0,0,0.0,0.0,63.0,0.0,0
1,2020-03-05,0,64,0,0,0,0.0,0.0,64.0,0.0,0
1,2020-03-06,0,65,0,0,0,0.0,0.0,65.0,0.0,0
1,2020-03-07,0,66,0,0,0,0.0,0.0,66.0,0.0,0
1,2020-03-08,0,67,0,0,0,0.0,0.0,67.0,0.0,0
1,2020-03-09,0,68,0,0,0,0.0,0.0,68.0,0.0,0
1,2020-03-10,0,69,0,0,0,0.0,0.0,69.0,0.0,0
1,2020-03-11,0,70,0,0,0,0.0,0.0,70.0,0.0,0
1,2020-03-12,1,71,0,0,0,0.0,0.0,71.0,0.0,0
1,2020-03-13,1,0,1,1,1,0.5,0.5,0.0,0.005555555555555556,1
1,2020-03-14,0,1,1,1,1,0.5,0.5,0.5,0.005555555555555556,1
1,2020-03-15,0,2,1,1,1,0.5,0.5,1.0,0.005555555555555556,1
1,2020-03-16,1,3,1,1,1,0.5,0.5,1.5,0.005555555555555556,1
1,2020-03-17,1,4,1,1,1,0.5,0.5,2.0,0.005555555555555556,1
1,2020-03-18,1,5,1,1,1,0.5,0.5,2.5,0.005555555555555556,1
1,2020-03-19,1,6,1,1,1,0.5,0.5,3.0,0.005555555555555556,1
1,2020-03-20,1,7,1,1,1,0.5,0.5,3.5,0.005555555555555556,1
1,2020-03-21,1,8,1,1,1,0.5,0.5,4.0,0.005555555555555556,1
1,2020-03-22,1,9,1,1,1,0.5,0.5,4.5,0.005555555555555556,1
1,2020-03-23,0,10,1,1,1,0.5,0.5,5.0,0.005555555555555556,1
1,2020-03-24,1,11,1,1,1,0.5,0.5,5.5,0.005555555555555556,1
1,2020-03-25,1,12,1,1,1,0.5,0.5,6.0,0.005555555555555556,1
1,2020-03-26,1,13,1,1,1,0.5,0.5,6.5,0.005555555555555556,1
1,2020-03-27,1,14,1,1,1,0.5,0.5,7.0,0.005555555555555556,1
1,2020-03-28,1,15,1,1,1,0.5,0.5,7.5,0.005555555555555556,1
1,2020-03-29,1,16,1,1,1,0.5,0.5,8.0,0.005555555555555556,1
1,2020-03-30,1,17,1,1,1,0.5,0.5,8.5,0.005555555555555556,1
1,2020-03-31,1,18,1,1,1,0.5,0.5,9.0,0.005555555555555556,1
1,2020-04-01,1,19,1,1,1,0.5,0.5,9.5,0.005555555555555556,1
1,2020-04-02,0,20,1,1,1,0.5,0.5,10.0,0.005555555555555556,1
1,2020-04-03,0,21,1,1,1,0.5,0.5,10.5,0.005555555555555556,1
1,2020-04-04,0,22,1,1,1,0.5,0.5,11.0,0.005555555555555556,1
1,2020-04-05,1,23,1,1,1,0.5,0.5,11.5,0.005555555555555556,1
1,2020-04-06,0,24,1,1,1,0.5,0.5,12.0,0.005555555555555556,1
1,2020-04-07,0,25,1,1,1,0.5,0.5,12.5,0.005555555555555556,1
1,2020-04-08,0,26,1,1,1,0.5,0.5,13.0,0.005555555555555556,1
1,2020-04-09,0,27,1,1,1,0.5,0.5,13.5,0.005555555555555556,1
1,2020-04-10,1,28,1,1,1,0.5,0.5,14.0,0.005555555555555556,1
1,2020-04-11,0,29,1,1,1,0.5,0.5,14.5,0.005555555555555556,1
1,2020-04-12,0,30,0,1,1,0.0,0.0,15.0,0.005555555555555556,0
1,2020-04-13,0,31,0,1,1,0.0,0.0,15.5,0.005555555555555556,0
1,2020-04-14,0,32,0,1,1,0.0,0.0,16.0,0.005555555555555556,0
1,2020-04-15,0,33,0,1,1,0.0,0.0,16.5,0.005555555555555556,0
1,2020-04-16,1,34,0,1,1,0.0,0.0,17.0,0.005555555555555556,0
1,2020-04-17,1,35,0,1,1,0.0,0.0,17.5,0.005555555555555556,0
1,2020-04-18,1,36,0,1,1,0.0,0.0,18.0,0.005555555555555556,0
1,2020-04-19,1,37,0,1,1,0.0,0.0,18.5,0.005555555555555556,0
1,2020-04-20,0,38,0,1,1,0.0,0.0,19.0,0.005555555555555556,0
1,2020-04-21,0,39,0,1,1,0.0,0.0,19.5,0.005555555555555556,0
1,2020-04-22,0,40,0,1,1,0.0,0.0,20.0,0.005555555555555556,0
1,2020-04-23,0,41,0,1,1,0.0,0.0,20.5,0.005555555555555556,0
1,2020-04-24,0,42,0,1,1,0.0,0.0,21.0,0.005555555555555556,0
1,2020-04-25,0,43,0,1,1,0.0,0.0,21.5,0.005555555555555556,0
1,2020-04-26,0,44,0,1,1,0.0,0.0,22.0,0.005555555555555556,0
1,2020-04-27,0,45,0,1,1,0.0,0.0,22.5,0.005555555555555556,0
1,2020-04-28,0,46,0,1,1,0.0,0.0,23.0,0.005555555555555556,0
1,2020-04-29,0,47,0,1,1,0.0,0.0,23.5,0.005555555555555556,0
1,2020-04-30,0,48,0,1,1,0.0,0.0,24.0,0.005555555555555556,0
1,2020-05-01,0,49,0,1,1,0.0,0.0,24.5,0.005555555555555556,0
1,2020-05-02,0,50,0,1,1,0.0,0.0,25.0,0.005555555555555556,0
1,2020-05-03,0,51,0,1,1,0.0,0.0,25.5,0.005555555555555556,0
1,2020-05-04,1,52,0,1,1,0.0,0.0,26.0,0.005555555555555556,0
1,2020-05-05,0,53,0,1,1,0.0,0.0,26.5,0.005555555555555556,0
1,2020-05-06,0,54,0,1,1,0.0,0.0,27.0,0.005555555555555556,0
1,2020-05-07,0,55,0,1,1,0.0,0.0,27.5,0.005555555555555556,0
1,2020-05-08,1,0,1,2,2,0.3333333333333333,0.3333333333333333,0.0,0.011111111111111112,1
1,2020-05-09,0,1,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.011111111111111112,1
1,2020-05-10,0,2,1,2,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.011111111111111112,1
1,2020-05-11,0,3,1,2,2,0.3333333333333333,0.3333333333333333,1.0,0.011111111111111112,1
1,2020-05-12,0,4,1,2,2,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.011111111111111112,1
1,2020-05-13,0,5,1,2,2,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.011111111111111112,1
1,2020-05-14,0,6,1,2,2,0.3333333333333333,0.3333333333333333,2.0,0.011111111111111112,1
1,2020-05-15,0,7,1,2,2,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.011111111111111112,1
1,2020-05-16,0,8,1,2,2,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.011111111111111112,1
1,2020-05-17,0,9,1,2,2,0.3333333333333333,0.3333333333333333,3.0,0.011111111111111112,1
1,2020-05-18,0,10,1,2,2,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.011111111111111112,1
1,2020-05-19,0,11,1,2,2,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.011111111111111112,1
1,2020-05-20,0,12,1,2,2,0.3333333333333333,0.3333333333333333,4.0,0.011111111111111112,1
1,2020-05-21,1,13,1,2,2,0.3333333333333333,0.3333333333333333,4.333333333333333,0.011111111111111112,1
1,2020-05-22,1,14,1,2,2,0.3333333333333333,0.3333333333333333,4.666666666666667,0.011111111111111112,1
1,2020-05-23,1,15,1,2,2,0.3333333333333333,0.3333333333333333,5.0,0.011111111111111112,1
1,2020-05-24,1,16,1,2,2,0.3333333333333333,0.3333333333333333,5.333333333333333,0.011111111111111112,1
1,2020-05-25,1,17,1,2,2,0.3333333333333333,0.3333333333333333,5.666666666666667,0.011111111111111112,1
1,2020-05-26,1,18,1,2,2,0.3333333333333333,0.3333333333333333,6.0,0.011111111111111112,1
1,2020-05-27,1,19,1,2,2,0.3333333333333333,0.3333333333333333,6.333333333333333,0.011111111111111112,1
1,2020-05-28,0,20,1,2,2,0.3333333333333333,0.3333333333333333,6.666666666666667,0.011111111111111112,1
1,2020-05-29,1,21,1,2,2,0.3333333333333333,0.3333333333333333,7.0,0.011111111111111112,1
1,2020-05-30,1,22,1,2,2,0.3333333333333333,0.3333333333333333,7.333333333333333,0.011111111111111112,1
1,2020-05-31,1,23,1,2,2,0.3333333333333333,0.3333333333333333,7.666666666666667,0.011111111111111112,1
1,2020-06-01,1,24,1,2,2,0.3333333333333333,0.3333333333333333,8.0,0.011111111111111112,1
1,2020-06-02,1,25,1,2,2,0.3333333333333333,0.3333333333333333,8.333333333333334,0.011111111111111112,1
1,2020-06-03,1,26,1,2,2,0.3333333333333333,0.3333333333333333,8.666666666666666,0.011111111111111112,1
1,2020-06-04,1,27,1,2,2,0.3333333333333333,0.3333333333333333,9.0,0.011111111111111112,1
1,2020-06-05,1,28,1,2,2,0.3333333333333333,0.3333333333333333,9.333333333333334,0.011111111111111112,1
1,2020-06-06,1,29,1,2,2,0.3333333333333333,0.3333333333333333,9.666666666666666,0.011111111111111112,1
1,2020-06-07,1,30,0,2,2,0.0,0.0,10.0,0.011111111111111112,0
1,2020-06-08,0,31,0,2,2,0.0,0.0,10.333333333333334,0.011111111111111112,0
1,2020-06-09,0,32,0,2,2,0.0,0.0,10.666666666666666,0.011111111111111112,0
1,2020-06-10,0,33,0,2,2,0.0,0.0,11.0,0.011111111111111112,0
1,2020-06-11,0,34,0,1,2,0.0,0.0,11.333333333333334,0.011111111111111112,0
1,2020-06-12,1,35,0,1,2,0.0,0.0,11.666666666666666,0.011111111111111112,0
1,2020-06-13,0,36,0,1,2,0.0,0.0,12.0,0.011111111111111112,0
1,2020-06-14,0,37,0,1,2,0.0,0.0,12.333333333333334,0.011111111111111112,0
1,2020-06-15,0,38,0,1,2,0.0,0.0,12.666666666666666,0.011111111111111112,0
1,2020-06-16,0,39,0,1,2,0.0,0.0,13.0,0.011111111111111112,0
1,2020-06-17,0,40,0,1,2,0.0,0.0,13.333333333333334,0.011111111111111112,0
1,2020-06-18,0,41,0,1,2,0.0,0.0,13.666666666666666,0.011111111111111112,0
1,2020-06-19,1,42,0,1,2,0.0,0.0,14.0,0.011111111111111112,0
1,2020-06-20,1,0,1,2,3,0.3333333333333333,0.25,0.0,0.016666666666666666,1
1,2020-06-21,0,1,1,2,3,0.3333333333333333,0.25,0.25,0.016666666666666666,1
1,2020-06-22,0,2,1,2,3,0.3333333333333333,0.25,0.5,0.016666666666666666,1
1,2020-06-23,0,3,1,2,3,0.3333333333333333,0.25,0.75,0.016666666666666666,1
1,2020-06-24,0,4,1,2,3,0.3333333333333333,0.25,1.0,0.016666666666666666,1
1,2020-06-25,0,5,1,2,3,0.3333333333333333,0.25,1.25,0.016666666666666666,1
1,2020-06-26,0,6,1,2,3,0.3333333333333333,0.25,1.5,0.016666666666666666,1
1,2020-06-27,1,7,1,2,3,0.3333333333333333,0.25,1.75,0.016666666666666666,1
1,2020-06-28,0,8,1,2,3,0.3333333333333333,0.25,2.0,0.016666666666666666,1
1,2020-06-29,0,9,1,2,3,0.3333333333333333,0.25,2.25,0.016666666666666666,1
1,2020-06-30,0,10,1,2,3,0.3333333333333333,0.25,2.5,0.016666666666666666,1
1,2020-07-01,0,11,1,2,3,0.3333333333333333,0.25,2.75,0.016666666666666666,1
1,2020-07-02,0,12,1,2,3,0.3333333333333333,0.25,3.0,0.016666666666666666,1
1,2020-07-03,0,13,1,2,3,0.3333333333333333,0.25,3.25,0.016666666666666666,1
1,2020-07-04,0,14,1,2,3,0.3333333333333333,0.25,3.5,0.016666666666666666,1
1,2020-07-05,0,15,1,2,3,0.3333333333333333,0.25,3.75,0.016666666666666666,1
1,2020-07-06,0,16,1,2,3,0.3333333333333333,0.25,4.0,0.016666666666666666,1
1,2020-07-07,0,17,1,2,3,0.3333333333333333,0.25,4.25,0.016666666666666666,1
1,2020-07-08,1,18,1,2,3,0.3333333333333333,0.25,4.5,0.016666666666666666,1
1,2020-07-09,0,19,1,2,3,0.3333333333333333,0.25,4.75,0.016666666666666666,1
1,2020-07-10,0,20,1,2,3,0.3333333333333333,0.25,5.0,0.016666666666666666,1
1,2020-07-11,0,21,1,2,3,0.3333333333333333,0.25,5.25,0.016666666666666666,1
1,2020-07-12,0,22,1,2,3,0.3333333333333333,0.25,5.5,0.016666666666666666,1
1,2020-07-13,0,23,1,2,3,0.3333333333333333,0.25,5.75,0.016666666666666666,1
1,2020-07-14,1,24,1,2,3,0.3333333333333333,0.25,6.0,0.016666666666666666,1
1,2020-07-15,1,25,1,2,3,0.3333333333333333,0.25,6.25,0.016666666666666666,1
1,2020-07-16,1,26,1,2,3,0.3333333333333333,0.25,6.5,0.016666666666666666,1
1,2020-07-17,1,27,1,2,3,0.3333333333333333,0.25,6.75,0.016666666666666666,1
1,2020-07-18,1,28,1,2,3,0.3333333333333333,0.25,7.0,0.016666666666666666,1
1,2020-07-19,1,29,1,2,3,0.3333333333333333,0.25,7.25,0.016666666666666666,1
1,2020-07-20,1,30,0,2,3,0.0,0.0,7.5,0.016666666666666666,0
1,2020-07-21,1,31,0,2,3,0.0,0.0,7.75,0.016666666666666666,0
1,2020-07-22,0,32,0,2,3,0.0,0.0,8.0,0.016666666666666666,0
1,2020-07-23,0,33,0,2,3,0.0,0.0,8.25,0.016666666666666666,0
1,2020-07-24,1,0,1,3,4,0.25,0.2,0.0,0.022222222222222223,1
1,2020-07-25,1,1,1,3,4,0.25,0.2,0.2,0.022222222222222223,1
1,2020-07-26,1,2,1,3,4,0.25,0.2,0.4,0.022222222222222223,1
1,2020-07-27,1,0,2,4,5,0.4,0.3333333333333333,0.0,0.027777777777777776,1
1,2020-07-28,1,1,2,4,5,0.4,0.3333333333333333,0.16666666666666666,0.027777777777777776,1
1,2020-07-29,1,2,2,4,5,0.4,0.3333333333333333,0.3333333333333333,0.027777777777777776,1
1,2020-07-30,1,3,2,4,5,0.4,0.3333333333333333,0.5,0.027777777777777776,1
1,2020-07-31,0,4,2,4,5,0.4,0.3333333333333333,0.6666666666666666,0.027777777777777776,1
1,2020-08-01,1,5,2,4,5,0.4,0.3333333333333333,0.8333333333333334,0.027777777777777776,1
1,2020-08-02,1,6,2,4,5,0.4,0.3333333333333333,1.0,0.027777777777777776,1
1,2020-08-03,1,7,2,4,5,0.4,0.3333333333333333,1.1666666666666667,0.027777777777777776,1
1,2020-08-04,1,8,2,4,5,0.4,0.3333333333333333,1.3333333333333333,0.027777777777777776,1
1,2020-08-05,1,9,2,4,5,0.4,0.3333333333333333,1.5,0.027777777777777776,1
1,2020-08-06,1,10,2,3,5,0.5,0.3333333333333333,1.6666666666666667,0.027777777777777776,1
1,2020-08-07,1,11,2,3,5,0.5,0.3333333333333333,1.8333333333333333,0.027777777777777776,1
1,2020-08-08,1,12,2,3,5,0.5,0.3333333333333333,2.0,0.027777777777777776,1
1,2020-08-09,1,13,2,3,5,0.5,0.3333333333333333,2.1666666666666665,0.027777777777777776,1
1,2020-08-10,0,14,2,3,5,0.5,0.3333333333333333,2.3333333333333335,0.027777777777777776,1
1,2020-08-11,0,15,2,3,5,0.5,0.3333333333333333,2.5,0.027777777777777776,1
1,2020-08-12,0,16,2,3,5,0.5,0.3333333333333333,2.6666666666666665,0.027777777777777776,1
1,2020-08-13,0,17,2,3,5,0.5,0.3333333333333333,2.8333333333333335,0.027777777777777776,1
1,2020-08-14,0,18,2,3,5,0.5,0.3333333333333333,3.0,0.027777777777777776,1
1,2020-08-15,0,19,2,3,5,0.5,0.3333333333333333,3.1666666666666665,0.027777777777777776,1
1,2020-08-16,0,20,2,3,5,0.5,0.3333333333333333,3.3333333333333335,0.027777777777777776,1
1,2020-08-17,0,21,2,3,5,0.5,0.3333333333333333,3.5,0.027777777777777776,1
1,2020-08-18,0,22,2,3,5,0.5,0.3333333333333333,3.6666666666666665,0.027777777777777776,1
1,2020-08-19,0,23,2,3,5,0.5,0.3333333333333333,3.8333333333333335,0.027777777777777776,1
1,2020-08-20,0,24,2,3,5,0.5,0.3333333333333333,4.0,0.027777777777777776,1
1,2020-08-21,0,25,2,3,5,0.5,0.3333333333333333,4.166666666666667,0.027777777777777776,1
1,2020-08-22,0,26,2,3,5,0.5,0.3333333333333333,4.333333333333333,0.027777777777777776,1
1,2020-08-23,1,27,1,3,5,0.25,0.16666666666666666,4.5,0.027777777777777776,1
1,2020-08-24,1,28,1,3,5,0.25,0.16666666666666666,4.666666666666667,0.027777777777777776,1
1,2020-08-25,0,29,1,3,5,0.25,0.16666666666666666,4.833333333333333,0.027777777777777776,1
1,2020-08-26,1,30,0,3,5,0.0,0.0,5.0,0.027777777777777776,0
1,2020-08-27,0,31,0,3,5,0.0,0.0,5.166666666666667,0.027777777777777776,0
1,2020-08-28,1,32,0,3,5,0.0,0.0,5.333333333333333,0.027777777777777776,0
1,2020-08-29,1,33,0,3,5,0.0,0.0,5.5,0.027777777777777776,0
1,2020-08-30,0,34,0,3,5,0.0,0.0,5.666666666666667,0.027777777777777776,0
1,2020-08-31,0,35,0,3,5,0.0,0.0,5.833333333333333,0.027777777777777776,0
1,2020-09-01,1,0,1,4,6,0.2,0.14285714285714285,0.0,0.03333333333333333,1
1,2020-09-02,0,1,1,4,6,0.2,0.14285714285714285,0.14285714285714285,0.03333333333333333,1
1,2020-09-03,0,2,1,4,6,0.2,0.14285714285714285,0.2857142857142857,0.03333333333333333,1
1,2020-09-04,0,3,1,4,6,0.2,0.14285714285714285,0.42857142857142855,0.03333333333333333,1
1,2020-09-05,0,4,1,4,6,0.2,0.14285714285714285,0.5714285714285714,0.03333333333333333,1
1,2020-09-06,0,5,1,4,6,0.2,0.14285714285714285,0.7142857142857143,0.03333333333333333,1
1,2020-09-07,0,6,1,4,6,0.2,0.14285714285714285,0.8571428571428571,0.03333333333333333,1
1,2020-09-08,0,7,1,4,6,0.2,0.14285714285714285,1.0,0.03333333333333333,1
1,2020-09-09,1,8,1,4,5,0.2,0.16666666666666666,1.3333333333333333,0.027777777777777776,1
1,2020-09-10,0,9,1,4,5,0.2,0.16666666666666666,1.5,0.027777777777777776,1
1,2020-09-11,0,10,1,4,5,0.2,0.16666666666666666,1.6666666666666667,0.027777777777777776,1
1,2020-09-12,0,11,1,4,5,0.2,0.16666666666666666,1.8333333333333333,0.027777777777777776,1
1,2020-09-13,0,12,1,4,5,0.2,0.16666666666666666,2.0,0.027777777777777776,1
1,2020-09-14,0,13,1,4,5,0.2,0.16666666666666666,2.1666666666666665,0.027777777777777776,1
1,2020-09-15,1,14,1,4,5,0.2,0.16666666666666666,2.3333333333333335,0.027777777777777776,1
1,2020-09-16,1,15,1,4,5,0.2,0.16666666666666666,2.5,0.027777777777777776,1
1,2020-09-17,1,16,1,4,5,0.2,0.16666666666666666,2.6666666666666665,0.027777777777777776,1
1,2020-09-18,1,17,1,3,5,0.25,0.16666666666666666,2.8333333333333335,0.027777777777777776,1
1,2020-09-19,1,18,1,3,5,0.25,0.16666666666666666,3.0,0.027777777777777776,1
1,2020-09-20,1,19,1,3,5,0.25,0.16666666666666666,3.1666666666666665,0.027777777777777776,1
1,2020-09-21,1,20,1,3,5,0.25,0.16666666666666666,3.3333333333333335,0.027777777777777776,1
1,2020-09-22,0,21,1,3,5,0.25,0.16666666666666666,3.5,0.027777777777777776,1
1,2020-09-23,1,22,1,3,5,0.25,0.16666666666666666,3.6666666666666665,0.027777777777777776,1
1,2020-09-24,1,23,1,3,5,0.25,0.16666666666666666,3.8333333333333335,0.027777777777777776,1
1,2020-09-25,1,24,1,3,5,0.25,0.16666666666666666,4.0,0.027777777777777776,1
1,2020-09-26,1,25,1,3,5,0.25,0.16666666666666666,4.166666666666667,0.027777777777777776,1
1,2020-09-27,1,26,1,3,5,0.25,0.16666666666666666,4.333333333333333,0.027777777777777776,1
1,2020-09-28,1,27,1,3,5,0.25,0.16666666666666666,4.5,0.027777777777777776,1
1,2020-09-29,1,28,1,3,5,0.25,0.16666666666666666,4.666666666666667,0.027777777777777776,1
1,2020-09-30,1,29,1,3,5,0.25,0.16666666666666666,4.833333333333333,0.027777777777777776,1
1,2020-10-01,1,30,0,3,5,0.0,0.0,5.0,0.027777777777777776,0
1,2020-10-02,0,31,0,3,5,0.0,0.0,5.166666666666667,0.027777777777777776,0
1,2020-10-03,0,32,0,3,5,0.0,0.0,5.333333333333333,0.027777777777777776,0
1,2020-10-04,0,33,0,3,5,0.0,0.0,5.5,0.027777777777777776,0
1,2020-10-05,0,34,0,3,5,0.0,0.0,5.666666666666667,0.027777777777777776,0
1,2020-10-06,0,35,0,3,5,0.0,0.0,5.833333333333333,0.027777777777777776,0
1,2020-10-07,1,36,0,3,5,0.0,0.0,6.0,0.027777777777777776,0
1,2020-10-08,1,37,0,3,5,0.0,0.0,6.166666666666667,0.027777777777777776,0
1,2020-10-09,1,38,0,3,5,0.0,0.0,6.333333333333333,0.027777777777777776,0
1,2020-10-10,1,39,0,3,5,0.0,0.0,6.5,0.027777777777777776,0
1,2020-10-11,0,40,0,3,5,0.0,0.0,6.666666666666667,0.027777777777777776,0
1,2020-10-12,0,41,0,3,5,0.0,0.0,6.833333333333333,0.027777777777777776,0
1,2020-10-13,0,42,0,3,5,0.0,0.0,7.0,0.027777777777777776,0
1,2020-10-14,0,43,0,3,5,0.0,0.0,7.166666666666667,0.027777777777777776,0
1,2020-10-15,0,44,0,3,5,0.0,0.0,7.333333333333333,0.027777777777777776,0
1,2020-10-16,0,45,0,3,5,0.0,0.0,7.5,0.027777777777777776,0
1,2020-10-17,0,46,0,3,5,0.0,0.0,7.666666666666667,0.027777777777777776,0
1,2020-10-18,0,47,0,3,5,0.0,0.0,7.833333333333333,0.027777777777777776,0
1,2020-10-19,1,48,0,3,5,0.0,0.0,8.0,0.027777777777777776,0
1,2020-10-20,1,49,0,3,5,0.0,0.0,8.166666666666666,0.027777777777777776,0
1,2020-10-21,1,50,0,3,5,0.0,0.0,8.333333333333334,0.027777777777777776,0
1,2020-10-22,0,51,0,2,5,0.0,0.0,8.5,0.027777777777777776,0
1,2020-10-23,0,52,0,2,5,0.0,0.0,8.666666666666666,0.027777777777777776,0
1,2020-10-24,0,53,0,2,5,0.0,0.0,8.833333333333334,0.027777777777777776,0
1,2020-10-25,0,54,0,1,5,0.0,0.0,9.0,0.027777777777777776,0
1,2020-10-26,0,55,0,1,5,0.0,0.0,9.166666666666666,0.027777777777777776,0
1,2020-10-27,0,56,0,1,5,0.0,0.0,9.333333333333334,0.027777777777777776,0
1,2020-10-28,1,57,0,1,5,0.0,0.0,9.5,0.027777777777777776,0
1,2020-10-29,1,58,0,1,5,0.0,0.0,9.666666666666666,0.027777777777777776,0
1,2020-10-30,1,59,0,1,5,0.0,0.0,9.833333333333334,0.027777777777777776,0
1,2020-10-31,1,60,0,1,5,0.0,0.0,10.0,0.027777777777777776,0
1,2020-11-01,1,61,0,1,5,0.0,0.0,10.166666666666666,0.027777777777777776,0
1,2020-11-02,1,62,0,1,5,0.0,0.0,10.333333333333334,0.027777777777777776,0
